student_id,study_hours_per_day,extracurricular_hours_per_day,sleep_hours_per_day,social_hours_per_day,physical_activity_hours_per_day,gpa,stress_level,stress_encoded
1914,9.6,0.6,6.1,3.3,4.4,3.47,high,0
1915,8.8,2.5,6.2,0.0,6.5,3.29,moderate,2
1916,9.5,1.6,7.6,2.5,2.8,3.7,high,0
1917,7.2,3.1,7.6,1.9,4.2,2.79,moderate,2
1918,5.7,2.6,8.4,4.5,2.8,2.94,low,1
1919,7.5,3.6,9.7,2.6,0.6,2.84,moderate,2
1920,9.9,1.1,6.0,2.7,4.3,3.68,high,0
1921,5.3,3.9,7.9,3.3,3.6,2.79,low,1
1922,5.2,2.4,8.6,2.5,5.3,3.21,low,1
1923,8.8,0.9,6.1,1.0,7.2,3.53,high,0
1924,9.1,1.5,7.9,4.0,1.5,3.29,high,0
1925,6.2,0.7,9.9,3.7,3.5,2.73,moderate,2
1927,6.3,0.1,8.5,3.0,6.1,2.99,moderate,2
1928,5.5,3.0,5.1,1.5,8.9,2.66,moderate,2
1929,9.5,2.9,5.4,4.9,1.3,3.67,high,0
1930,8.0,2.7,10.0,0.8,2.5,3.2,moderate,2
1931,8.1,1.8,5.2,0.1,8.8,3.28,high,0
1932,7.8,2.2,5.2,2.8,6.0,3.0,high,0
1933,9.6,1.6,8.1,3.7,1.0,3.46,high,0
1934,9.3,1.6,9.4,0.9,2.8,3.69,high,0
1935,6.4,0.2,9.0,2.5,5.9,2.81,moderate,2
1936,9.5,3.3,7.8,2.1,1.3,3.28,high,0
1937,7.4,1.6,9.6,0.7,4.7,2.75,moderate,2
1938,7.5,1.8,7.6,0.8,6.3,2.93,moderate,2
1939,7.6,1.0,5.9,0.4,9.1,3.06,high,0
1940,8.1,2.9,8.4,2.2,2.4,3.52,high,0
1941,6.9,1.5,8.2,3.0,4.4,2.99,moderate,2
1942,8.2,1.2,5.1,5.3,4.2,3.19,high,0
1943,6.1,3.7,8.6,4.3,1.3,2.79,moderate,2
1944,7.6,0.7,6.5,1.9,7.3,3.0,moderate,2
1945,5.8,0.8,8.9,1.0,7.5,2.89,low,1
1946,9.9,1.3,5.6,3.4,3.8,3.43,high,0
1947,9.5,3.1,8.1,1.0,2.3,3.25,high,0
1948,8.4,2.9,9.8,0.8,2.1,3.28,high,0
1949,5.1,2.2,8.5,4.7,3.5,2.64,low,1
1950,7.6,1.3,9.3,2.7,3.1,2.98,moderate,2
1951,9.0,2.3,8.9,1.3,2.5,3.24,high,0
1952,7.7,0.9,7.4,1.9,6.1,3.31,moderate,2
1953,6.3,3.9,5.8,4.7,3.3,2.73,high,0
1954,5.2,1.6,9.7,0.1,7.4,2.95,low,1
1955,7.9,2.0,9.4,0.4,4.3,3.42,moderate,2
1956,8.3,3.8,9.1,0.1,2.7,3.48,high,0
1957,7.4,1.6,6.6,2.7,5.7,2.88,moderate,2
1958,9.9,0.4,9.6,2.0,2.1,3.09,high,0
1959,8.1,3.3,6.8,2.5,3.3,2.86,high,0
1960,9.6,3.3,5.5,0.6,5.0,3.19,high,0
1961,7.1,0.4,8.1,0.9,7.5,3.02,moderate,2
1962,6.6,2.7,7.4,5.9,1.4,2.99,moderate,2
1963,9.4,1.4,5.2,5.1,2.9,3.59,high,0
1964,9.5,0.9,9.5,1.3,2.8,3.24,high,0
1965,9.9,1.1,9.8,0.2,3.0,3.54,high,0
1966,7.4,0.9,8.5,1.1,6.1,3.48,moderate,2
1967,7.8,1.0,9.8,0.2,5.2,3.04,moderate,2
1968,7.1,0.9,7.5,5.2,3.3,2.92,moderate,2
1969,8.6,2.3,5.4,4.2,3.5,3.38,high,0
1970,6.3,1.7,6.8,5.2,4.0,2.84,moderate,2
1971,5.6,2.3,5.7,4.2,6.2,2.81,high,0
1972,7.4,3.7,7.6,2.6,2.7,3.29,moderate,2
1973,7.9,2.8,5.5,4.9,2.9,3.03,high,0
1974,8.9,1.5,5.5,3.8,4.3,3.31,high,0
1975,9.4,3.6,9.8,1.0,0.2,3.32,high,0
1976,8.0,2.4,6.8,5.4,1.4,3.42,moderate,2
1977,7.5,1.9,10.0,2.3,2.3,3.14,moderate,2
1978,9.1,3.1,8.9,2.1,0.8,3.1,high,0
1979,6.3,3.4,9.5,0.9,3.9,2.97,moderate,2
1980,8.2,2.2,5.3,4.5,3.8,3.43,high,0
1981,7.5,2.6,7.5,3.0,3.4,3.02,moderate,2
1983,6.3,2.4,8.1,0.9,6.3,3.07,moderate,2
1984,6.2,1.2,9.7,5.0,1.9,3.06,moderate,2
1985,8.5,0.3,7.1,3.4,4.7,3.23,high,0
1986,8.0,1.3,8.9,4.9,0.9,2.93,moderate,2
1987,6.6,3.4,5.5,5.0,3.5,2.9,high,0
1988,9.5,1.5,6.4,3.0,3.6,3.86,high,0
1989,7.3,1.4,8.5,4.6,2.2,3.28,moderate,2
1990,7.0,2.7,7.4,6.0,0.9,2.85,moderate,2
1991,8.6,3.8,9.2,2.2,0.2,3.26,high,0
1992,6.3,1.5,5.1,3.1,8.0,3.21,high,0
1993,7.5,2.1,9.9,4.1,0.4,3.04,moderate,2
1994,7.1,1.4,9.0,3.1,3.4,2.85,moderate,2
1995,7.9,3.4,9.0,0.5,3.2,3.08,moderate,2
1996,6.5,0.2,7.4,2.1,7.8,3.32,moderate,2
1997,6.3,2.8,8.8,1.5,4.6,2.65,moderate,2
1998,6.2,0.0,6.2,0.8,10.8,3.14,moderate,2
1999,8.1,0.7,7.6,3.5,4.1,3.04,high,0
2000,9.0,1.7,7.3,3.1,2.9,3.58,high,0
